onset	duration	trial_type	stimulus
11.919	0.06	Word	la
12.149	0.4899999999999997	Word	quatrième
12.749	0.54	Word	planète
13.35	0.3100000000000005	Word	était
13.72	0.3899999999999997	Word	celle
14.11	0.0850000000000008	Word	du
14.281	1.0	Word	businessman
15.991	0.2419409999999997	Word	cet
16.264	0.1865160000000036	Word	homme
16.451	0.2299999999999995	Word	était
16.681	0.3000000000000007	Word	si
16.981	0.6399999999999988	Word	occupé
17.712	0.08	Word	qu
17.792	0.0899999999999998	Word	il
17.882	0.1300000000000007	Word	ne
18.013	0.33	Word	leva
18.343	0.3900000000000005	Word	même
18.733	0.1799999999999997	Word	pas
18.913	0.1400000000000005	Word	la
19.053	0.379999999999999	Word	tête
19.503	0.0999999999999996	Word	à
19.604	0.0500000000000007	Word	l
19.654	0.3399999999999998	Word	arrivée
19.994	0.0600000000000005	Word	du
20.114	0.2900000000000009	Word	petit
20.404	0.629999999999999	Word	prince
21.823	0.5199999999999996	Word	bonjour
22.633	0.200000000000001	Word	lui
22.833	0.1699999999999999	Word	dit
23.043	0.2600000000000015	Word	celui
23.304	0.3099999999999987	Word	-ci
24.233	0.209999999999999	Word	votre
24.443	0.5499999999999989	Word	cigarette
24.993	0.120000000000001	Word	est
25.114	0.5500000000000007	Word	éteinte
26.833	0.1700000000000017	Word	trois
27.263	0.0899999999999998	Word	et
27.353	0.0799999999999983	Word	deux
27.583	0.2100000000000008	Word	font
27.793	0.6600000000000001	Word	cinq
28.643	0.4199999999999981	Word	cinq
29.063	0.1000000000000014	Word	et
29.163	0.379999999999999	Word	sept
29.543	0.6900000000000013	Word	douze
30.573	0.3000000000000007	Word	douze
30.873	0.1199999999999974	Word	et
30.993	0.4600000000000008	Word	trois
31.513	0.7799999999999976	Word	quinze
32.723	0.8000000000000007	Word	bonjour
33.992	0.360000000000003	Word	quinze
34.352	0.0899999999999998	Word	et
34.443	0.4100000000000001	Word	sept
34.853	0.3099999999999987	Word	vingt
35.163	0.3599999999999994	Word	-deux
35.962	0.2799999999999976	Word	vingt
36.243	0.2300000000000004	Word	-deux
36.523	0.0800000000000018	Word	et
36.603	0.4899999999999984	Word	six
37.093	0.3299999999999983	Word	vingt
37.423	0.4100000000000001	Word	-huit
38.063	0.2200000000000024	Word	pas
38.283	0.2199999999999988	Word	le
38.503	0.2199999999999988	Word	temps
38.724	0.1099999999999994	Word	de
38.834	0.1800000000000032	Word	la
39.014	0.5899999999999999	Word	rallumer
40.023	0.1999999999999993	Word	vingt
40.223	0.4299999999999997	Word	-six
40.714	0.0999999999999978	Word	et
40.814	0.5	Word	cinq
41.313	0.3800000000000025	Word	trente
41.694	0.1299999999999954	Word	et
41.824	0.1500000000000056	Word	un
42.444	0.3699999999999974	Word	ouf
43.273	0.2199999999999988	Word	ça
43.493	0.1700000000000017	Word	fait
43.663	0.3699999999999974	Word	donc
44.034	0.2899999999999991	Word	cinq
44.324	0.3000000000000042	Word	cent
44.624	0.1599999999999966	Word	un
44.784	0.5200000000000031	Word	millions
45.304	0.3999999999999986	Word	six
45.704	0.1199999999999974	Word	cent
45.824	0.3300000000000054	Word	vingt
46.154	0.1499999999999985	Word	-deux
46.304	0.3599999999999994	Word	mille
46.664	0.3399999999999963	Word	sept
47.004	0.240000000000002	Word	cent
47.244	0.3400000000000034	Word	trente
47.584	0.1400000000000005	Word	et
47.724	0.1599999999999966	Word	un
48.934	0.2399999999999948	Word	cinq
49.174	0.1700000000000017	Word	cents
49.394	0.3000000000000042	Word	millions
49.694	0.1599999999999966	Word	de
49.854	0.3000000000000042	Word	quoi
51.213	0.3800000000000025	Word	hein
51.793	0.1199999999999974	Word	tu
51.913	0.1199999999999974	Word	es
52.093	0.259999999999998	Word	toujours
52.354	0.2300000000000039	Word	là
53.193	0.259999999999998	Word	cinq
53.453	0.2300000000000039	Word	cent
53.683	0.0899999999999963	Word	un
53.773	0.3400000000000034	Word	millions
54.113	0.4699999999999988	Word	de
55.143	0.1500000000000056	Word	je
55.293	0.0799999999999983	Word	ne
55.374	0.2100000000000008	Word	sais
55.584	0.3200000000000003	Word	plus
56.253	0.1100000000000065	Word	j
56.363	0.1199999999999974	Word	ai
56.484	0.4299999999999997	Word	tellement
56.914	0.1000000000000014	Word	de
57.014	0.6400000000000006	Word	travail
58.173	0.1099999999999994	Word	je
58.283	0.240000000000002	Word	suis
58.524	0.490000000000002	Word	sérieux
59.013	0.2100000000000008	Word	moi
59.603	0.1499999999999985	Word	je
59.753	0.0900000000000034	Word	ne
59.843	0.0600000000000022	Word	m
59.904	0.3599999999999994	Word	amuse
60.264	0.2800000000000011	Word	pas
60.544	0.019999999999996	Word	à
60.565	0.1400000000000005	Word	des
60.704	0.740000000000002	Word	balivernes
62.293	0.2899999999999991	Word	deux
62.583	0.1699999999999946	Word	et
62.753	0.4700000000000059	Word	cinq
63.223	0.5899999999999963	Word	sept
65.042	0.2999999999999971	Word	cinq
65.342	0.0900000000000034	Word	cent
65.432	0.1699999999999946	Word	un
65.603	0.3900000000000005	Word	millions
65.993	0.1200000000000045	Word	de
66.113	0.3599999999999994	Word	quoi
66.863	0.4399999999999977	Word	répéta
67.303	0.1199999999999974	Word	le
67.423	0.2800000000000011	Word	petit
67.703	0.5	Word	prince
68.203	0.25	Word	qui
68.453	0.5900000000000034	Word	jamais
69.043	0.1400000000000005	Word	de
69.183	0.259999999999998	Word	sa
69.443	0.25	Word	vie
69.693	0.1299999999999954	Word	n
69.823	0.1799999999999997	Word	avait
70.004	0.5900000000000034	Word	renoncé
70.593	0.0300000000000011	Word	à
70.624	0.1499999999999985	Word	une
70.774	0.5600000000000023	Word	question
71.603	0.1600000000000037	Word	une
71.764	0.2399999999999948	Word	fois
72.004	0.1100000000000065	Word	qu
72.114	0.1999999999999957	Word	il
72.314	0.0200000000000031	Word	l
72.335	0.2199999999999988	Word	avait
72.554	0.4400000000000048	Word	posée
73.999	0.1905090000000058	Word	le
74.19	0.6536430000000024	Word	businessman
74.843	0.2999999999999971	Word	leva
75.143	0.1300000000000096	Word	la
75.273	0.4699999999999988	Word	tête
76.672	0.3799999999999954	Word	depuis
77.142	0.3599999999999994	Word	cinquante
77.502	0.2800000000000011	Word	-quatre
77.783	0.1000000000000085	Word	ans
77.883	0.1400000000000005	Word	que
78.023	0.0799999999999983	Word	j
78.103	0.289999999999992	Word	habite
78.393	0.1599999999999966	Word	cette
78.604	0.3399999999999892	Word	planète
78.943	0.3200000000000074	Word	-ci
79.463	0.1499999999999914	Word	je
79.613	0.0499999999999971	Word	n
79.664	0.1800000000000068	Word	ai
79.844	0.1400000000000005	Word	été
79.984	0.5699999999999932	Word	dérangé
80.554	0.1400000000000005	Word	que
80.694	0.3900000000000005	Word	trois
81.084	0.3599999999999994	Word	fois
82.223	0.1400000000000005	Word	la
82.363	0.3400000000000034	Word	première
82.703	0.2300000000000039	Word	fois
82.933	0.1199999999999903	Word	ç
83.054	0.0800000000000125	Word	a
83.134	0.5299999999999869	Word	été
83.704	0.1299999999999954	Word	il
83.834	0.1099999999999994	Word	y
83.944	0.0900000000000034	Word	a
84.034	0.2100000000000079	Word	vingt
84.294	0.2300000000000039	Word	-deux
84.524	0.1999999999999886	Word	ans
85.094	0.2199999999999988	Word	par
85.314	0.1200000000000045	Word	un
85.434	0.6299999999999955	Word	hanneton
86.064	0.1200000000000045	Word	qui
86.184	0.2399999999999948	Word	était
