,Unnamed: 0,onset,duration,trial_type,word,n_closing,is_last_word,pos,content_word,sequence_id
0,0,3.07,0.1200000000000001,"{'kind': 'word', 'word': 'il'}",il,1,False,CLS-SUJ,False,0
1,1,3.27,0.02,"{'kind': 'word', 'word': 'se'}",se,1,False,CLR,False,0
2,2,3.47,0.25,"{'kind': 'word', 'word': 'trouvait'}",trouvait,2,False,V,True,0
3,3,3.78,0.0900000000000003,"{'kind': 'word', 'word': 'dans'}",dans,1,False,P,False,0
4,4,3.87,0.0699999999999998,"{'kind': 'word', 'word': 'la'}",la,1,False,DET,False,0
5,5,4.0,0.4699999999999997,"{'kind': 'word', 'word': 'région'}",région,1,False,NC,True,0
6,6,4.47,0.2300000000000004,"{'kind': 'word', 'word': 'des'}",des,1,False,P+D,False,0
7,7,4.7,0.7199999999999998,"{'kind': 'word', 'word': 'astéroïdes'}",astéroïdes,1,False,NC,True,0
8,8,5.42,1.17,"{'kind': 'word', 'word': '325'}",325,1,False,ADJ,True,0
9,9,6.69,1.1999999999999993,"{'kind': 'word', 'word': '326'}",326,3,False,ADJ,True,0
10,10,8.06,1.0299999999999994,"{'kind': 'word', 'word': '327'}",327,3,False,ADJ,True,0
11,11,9.27,1.2100000000000009,"{'kind': 'word', 'word': '328'}",328,3,False,ADJ,True,0
12,12,10.62,1.0900000000000016,"{'kind': 'word', 'word': '329'}",329,3,False,ADJ,True,0
13,13,11.97,0.0899999999999998,"{'kind': 'word', 'word': 'et'}",et,1,False,CC,False,0
14,14,12.06,1.0399999999999991,"{'kind': 'word', 'word': '330'}",330,9,True,ADJ,True,0
15,15,13.98,0.1899999999999995,"{'kind': 'word', 'word': 'il'}",il,1,False,CLS-SUJ,False,1
16,16,14.17,0.4199999999999999,"{'kind': 'word', 'word': 'commença'}",commença,2,False,V,True,1
17,17,14.59,0.3200000000000003,"{'kind': 'word', 'word': 'donc'}",donc,1,False,ADV,True,1
18,18,14.91,0.1699999999999999,"{'kind': 'word', 'word': 'par'}",par,1,False,P,False,1
19,19,15.08,0.1500000000000003,"{'kind': 'word', 'word': 'les'}",les,1,False,CLO-OBJ,False,1
20,20,15.23,0.6099999999999994,"{'kind': 'word', 'word': 'visiter'}",visiter,4,False,VINF,True,1
21,21,15.84,0.2600000000000015,"{'kind': 'word', 'word': 'pour'}",pour,1,False,P,False,1
22,22,16.1,0.0399999999999991,"{'kind': 'word', 'word': 'y'}",y,1,False,CLO-P_OBJ,False,1
23,23,16.14,0.4899999999999984,"{'kind': 'word', 'word': 'chercher'}",chercher,2,False,VINF,True,1
24,24,16.63,0.1099999999999994,"{'kind': 'word', 'word': 'une'}",une,1,False,DET,False,1
25,25,16.74,0.7200000000000024,"{'kind': 'word', 'word': 'occupation'}",occupation,3,False,NC,True,1
26,26,17.7,0.0899999999999998,"{'kind': 'word', 'word': 'et'}",et,1,False,CC,False,1
27,27,17.79,0.1799999999999997,"{'kind': 'word', 'word': 'pour'}",pour,1,False,P,False,1
28,28,17.97,0.1000000000000014,"{'kind': 'word', 'word': 's'}",s,1,False,XXX,False,1
29,29,18.07,0.6699999999999982,"{'kind': 'word', 'word': 'instruire'}",instruire,7,True,VINF,True,1
30,30,19.64,0.1999999999999993,"{'kind': 'word', 'word': 'le'}",le,1,False,DET,False,2
31,31,19.84,0.4800000000000004,"{'kind': 'word', 'word': 'premier'}",premier,2,False,ADJ,True,2
32,32,20.32,0.3399999999999998,"{'kind': 'word', 'word': 'était'}",était,1,False,V,True,2
33,33,20.66,0.3999999999999986,"{'kind': 'word', 'word': 'habité'}",habité,2,False,VPP,True,2
34,34,21.06,0.1600000000000001,"{'kind': 'word', 'word': 'par'}",par,1,False,P,False,2
35,35,21.22,0.1799999999999997,"{'kind': 'word', 'word': 'un'}",un,1,False,DET,False,2
36,36,21.4,0.2800000000000011,"{'kind': 'word', 'word': 'roi'}",roi,4,True,NC,True,2
37,37,22.27,0.2100000000000008,"{'kind': 'word', 'word': 'le'}",le,1,False,DET,False,3
38,38,22.48,0.25,"{'kind': 'word', 'word': 'roi'}",roi,2,False,NC,True,3
39,39,22.73,0.7199999999999989,"{'kind': 'word', 'word': 'siégeait'}",siégeait,2,False,V,True,3
40,40,23.62,0.4599999999999973,"{'kind': 'word', 'word': 'habillé'}",habillé,1,False,VPP,True,3
41,41,24.08,0.1700000000000017,"{'kind': 'word', 'word': 'de'}",de,1,False,P,False,3
42,42,24.25,0.379999999999999,"{'kind': 'word', 'word': 'pourpre'}",pourpre,2,False,NC,True,3
43,43,24.71,0.0799999999999983,"{'kind': 'word', 'word': 'et'}",et,1,False,CC,False,3
44,44,24.79,0.0600000000000022,"{'kind': 'word', 'word': 'd'}",d,1,False,XXX,False,3
45,45,24.85,0.5499999999999972,"{'kind': 'word', 'word': 'hermine'}",hermine,6,False,NC,True,3
46,46,25.64,0.25,"{'kind': 'word', 'word': 'sur'}",sur,1,False,P,False,3
47,47,25.89,0.1400000000000005,"{'kind': 'word', 'word': 'un'}",un,1,False,DET,False,3
48,48,26.03,0.379999999999999,"{'kind': 'word', 'word': 'trône'}",trône,1,False,NC,True,3
49,49,26.41,0.3299999999999983,"{'kind': 'word', 'word': 'très'}",très,1,False,ADV,True,3
50,50,26.74,0.5899999999999999,"{'kind': 'word', 'word': 'simple'}",simple,1,False,ADJ,True,3
51,51,27.5,0.0599999999999987,"{'kind': 'word', 'word': 'et'}",et,1,False,CC,False,3
52,52,27.56,0.5899999999999999,"{'kind': 'word', 'word': 'cependant'}",cependant,1,False,ADV,True,3
53,53,28.15,0.7700000000000031,"{'kind': 'word', 'word': 'majestueux'}",majestueux,7,True,ADJ,True,3
54,54,30.06,0.3000000000000007,"{'kind': 'word', 'word': 'ah'}",ah,2,True,I,False,4
55,55,30.53,0.2099999999999973,"{'kind': 'word', 'word': 'voilà'}",voilà,2,False,V,True,5
56,56,30.84,0.0199999999999995,"{'kind': 'word', 'word': 'un'}",un,1,False,DET,False,5
57,57,30.86,0.4400000000000013,"{'kind': 'word', 'word': 'sujet'}",sujet,2,False,NC,True,5
58,58,31.77,0.129999999999999,"{'kind': 'word', 'word': 's'}",s,1,False,XXX,False,5
59,59,31.9,0.3700000000000045,"{'kind': 'word', 'word': 'écria'}",écria,2,False,V,True,5
60,60,32.27,0.1199999999999974,"{'kind': 'word', 'word': 'le'}",le,1,False,DET,False,5
61,61,32.39,0.3100000000000023,"{'kind': 'word', 'word': 'roi'}",roi,2,False,NC,True,5
62,62,32.7,0.259999999999998,"{'kind': 'word', 'word': 'quand'}",quand,1,False,CS,False,5
63,63,32.96,0.0799999999999983,"{'kind': 'word', 'word': 'il'}",il,1,False,CLS-SUJ,False,5
64,64,33.04,0.3999999999999986,"{'kind': 'word', 'word': 'aperçut'}",aperçut,2,False,V,True,5
65,65,33.44,0.1300000000000025,"{'kind': 'word', 'word': 'le'}",le,1,False,DET,False,5
66,66,33.57,0.2800000000000011,"{'kind': 'word', 'word': 'petit'}",petit,1,False,ADJ,True,5
67,67,33.85,0.5499999999999972,"{'kind': 'word', 'word': 'prince'}",prince,6,True,NC,True,5
68,68,35.14,0.0600000000000022,"{'kind': 'word', 'word': 'et'}",et,1,False,CC,False,6
69,69,35.2,0.1299999999999954,"{'kind': 'word', 'word': 'le'}",le,1,False,DET,False,6
70,70,35.33,0.2600000000000051,"{'kind': 'word', 'word': 'petit'}",petit,1,False,ADJ,True,6
71,71,35.59,0.4799999999999969,"{'kind': 'word', 'word': 'prince'}",prince,2,False,NC,True,6
72,72,36.07,0.0700000000000002,"{'kind': 'word', 'word': 'se'}",se,1,False,CLR-A_OBJ,False,6
73,73,36.14,0.4600000000000008,"{'kind': 'word', 'word': 'demanda'}",demanda,4,True,V,True,6
74,74,37.23,0.4500000000000028,"{'kind': 'word', 'word': 'comment'}",comment,1,False,ADVWH,False,7
75,75,37.68,0.1400000000000005,"{'kind': 'word', 'word': 'peut'}",peut,1,False,XXX,False,7
76,76,37.82,0.1400000000000005,"{'kind': 'word', 'word': '-il'}",-il,1,False,XXX,False,7
77,77,37.96,0.0799999999999983,"{'kind': 'word', 'word': 'me'}",me,1,False,CLO-OBJ,False,7
78,78,38.04,0.6400000000000006,"{'kind': 'word', 'word': 'reconnaître'}",reconnaître,4,False,VINF,True,7
79,79,38.68,0.3100000000000023,"{'kind': 'word', 'word': 'puisqu'}",puisqu,1,False,XXX,False,7
80,80,38.99,0.0899999999999963,"{'kind': 'word', 'word': 'il'}",il,1,False,CLS-SUJ,False,7
81,81,39.08,0.0700000000000002,"{'kind': 'word', 'word': 'ne'}",ne,1,False,ADV-MOD,False,7
82,82,39.15,0.0799999999999983,"{'kind': 'word', 'word': 'm'}",m,1,False,XXX,False,7
83,83,39.23,0.0400000000000062,"{'kind': 'word', 'word': 'a'}",a,1,False,V,True,7
84,84,39.27,0.3799999999999954,"{'kind': 'word', 'word': 'encore'}",encore,1,False,ADV,True,7
85,85,39.65,0.5500000000000043,"{'kind': 'word', 'word': 'jamais'}",jamais,1,False,ADV,True,7
86,86,40.2,0.1799999999999997,"{'kind': 'word', 'word': 'vu'}",vu,1,False,XXX,False,7
87,87,41.44,0.1300000000000025,"{'kind': 'word', 'word': 'il'}",il,3,True,CLS-SUJ,False,7
88,88,41.57,0.0700000000000002,"{'kind': 'word', 'word': 'ne'}",ne,1,False,ADV,True,8
89,89,41.64,0.3900000000000005,"{'kind': 'word', 'word': 'savait'}",savait,2,False,V,True,8
90,90,42.03,0.1999999999999957,"{'kind': 'word', 'word': 'pas'}",pas,1,False,ADV,True,8
91,91,42.23,0.3200000000000003,"{'kind': 'word', 'word': 'que'}",que,1,False,CS,False,8
92,92,42.72,0.1600000000000037,"{'kind': 'word', 'word': 'pour'}",pour,1,False,P,False,8
93,93,42.88,0.1599999999999966,"{'kind': 'word', 'word': 'les'}",les,1,False,DET,False,8
94,94,43.04,0.2800000000000011,"{'kind': 'word', 'word': 'rois'}",rois,3,False,NC,True,8
95,95,43.67,0.1899999999999977,"{'kind': 'word', 'word': 'le'}",le,1,False,DET,False,8
96,96,43.86,0.3599999999999994,"{'kind': 'word', 'word': 'monde'}",monde,2,False,NC,True,8
97,97,44.22,0.1600000000000037,"{'kind': 'word', 'word': 'est'}",est,1,False,V,True,8
98,98,44.38,0.3299999999999983,"{'kind': 'word', 'word': 'très'}",très,1,False,ADV,True,8
99,99,44.71,0.7800000000000011,"{'kind': 'word', 'word': 'simplifié'}",simplifié,5,True,VPP,True,8
100,100,45.89,0.1599999999999966,"{'kind': 'word', 'word': 'tous'}",tous,1,False,ADJ,True,9
101,101,46.05,0.2700000000000031,"{'kind': 'word', 'word': 'les'}",les,1,False,DET,False,9
102,102,46.32,0.1799999999999997,"{'kind': 'word', 'word': 'hommes'}",hommes,2,False,NC,True,9
103,103,46.5,0.2299999999999968,"{'kind': 'word', 'word': 'sont'}",sont,2,False,V,True,9
104,104,46.73,0.1200000000000045,"{'kind': 'word', 'word': 'des'}",des,1,False,DET,False,9
105,105,46.85,0.4699999999999988,"{'kind': 'word', 'word': 'sujets'}",sujets,3,True,NC,True,9
106,106,48.25,0.3500000000000014,"{'kind': 'word', 'word': 'approche'}",approche,1,False,VIMP,False,10
107,107,48.6,0.2100000000000008,"{'kind': 'word', 'word': '-toi'}",-toi,2,False,CLR,False,10
108,108,48.86,0.0300000000000011,"{'kind': 'word', 'word': 'que'}",que,1,False,CS,False,10
109,109,48.89,0.1499999999999985,"{'kind': 'word', 'word': 'je'}",je,1,False,CLS-SUJ,False,10
110,110,49.04,0.0700000000000002,"{'kind': 'word', 'word': 'te'}",te,1,False,CLO-OBJ,False,10
111,111,49.11,0.1899999999999977,"{'kind': 'word', 'word': 'voie'}",voie,2,False,VS,True,10
112,112,49.3,0.3300000000000054,"{'kind': 'word', 'word': 'mieux'}",mieux,3,False,ADV,True,10
113,113,49.95,0.2199999999999988,"{'kind': 'word', 'word': 'lui'}",lui,1,False,CLO-A_OBJ,False,10
114,114,50.17,0.1400000000000005,"{'kind': 'word', 'word': 'dit'}",dit,2,False,V,True,10
115,115,50.31,0.1400000000000005,"{'kind': 'word', 'word': 'le'}",le,1,False,DET,False,10
116,116,50.45,0.3200000000000003,"{'kind': 'word', 'word': 'roi'}",roi,1,False,NC,True,10
117,117,50.86,0.3100000000000023,"{'kind': 'word', 'word': 'qui'}",qui,2,False,PROREL,False,10
118,118,51.17,0.269999999999996,"{'kind': 'word', 'word': 'était'}",était,2,False,V,True,10
119,119,51.44,0.3800000000000025,"{'kind': 'word', 'word': 'tout'}",tout,1,False,ADV,True,10
120,120,51.82,0.4200000000000017,"{'kind': 'word', 'word': 'fier'}",fier,1,False,ADJ,True,10
121,121,52.24,0.0599999999999951,"{'kind': 'word', 'word': 'd'}",d,1,False,XXX,False,10
122,122,52.3,0.240000000000002,"{'kind': 'word', 'word': 'être'}",être,2,False,VINF,True,10
123,123,52.54,0.4299999999999997,"{'kind': 'word', 'word': 'enfin'}",enfin,1,False,ADV,True,10
124,124,52.97,0.3000000000000042,"{'kind': 'word', 'word': 'roi'}",roi,2,False,NC,True,10
125,125,53.27,0.2299999999999968,"{'kind': 'word', 'word': 'pour'}",pour,1,False,P,False,10
126,126,53.5,0.3400000000000034,"{'kind': 'word', 'word': 'quelqu'}",quelqu,1,False,XXX,False,10
