onset	duration	trial_type	stimulus
16.706	0.06	Word	il
16.826	0.1499999999999999	Word	y
17.036	0.31	Word	avait
17.677	0.04	Word	à
17.796	0.4599999999999999	Word	côté
18.257	0.0499999999999998	Word	du
18.356	0.2599999999999998	Word	puits
18.928	0.2000000000000001	Word	une
19.128	0.5099999999999998	Word	ruine
19.638	0.1899999999999995	Word	de
19.828	0.29	Word	vieux
20.118	0.3000000000000007	Word	mur
20.418	0.1699999999999999	Word	de
20.588	0.5499999999999998	Word	pierre
21.758	0.450000000000001	Word	lorsque
22.209	0.1600000000000001	Word	je
22.368	0.3599999999999994	Word	revins
22.729	0.1099999999999994	Word	de
22.838	0.1400000000000005	Word	mon
22.978	0.6500000000000004	Word	travail
23.879	0.1600000000000001	Word	le
24.039	0.5199999999999996	Word	lendemain
24.559	0.5700000000000003	Word	soir
25.609	0.1699999999999999	Word	j
25.779	0.5399999999999991	Word	aperçus
26.319	0.120000000000001	Word	de
26.438	0.2899999999999991	Word	loin
26.729	0.1699999999999999	Word	mon
26.899	0.3100000000000005	Word	petit
27.209	0.5	Word	prince
27.709	0.5099999999999998	Word	assis
28.219	0.1699999999999999	Word	là
28.389	0.1600000000000001	Word	-haut
28.799	0.1999999999999993	Word	les
28.999	0.4100000000000019	Word	jambes
29.41	0.6699999999999982	Word	pendantes
30.839	0.0700000000000002	Word	et
30.908	0.1099999999999994	Word	je
31.018	0.0700000000000002	Word	l
31.087	0.509999999999998	Word	entendis
31.6	0.1500000000000021	Word	qui
31.749	0.4299999999999997	Word	parlait
33.349	0.25	Word	tu
33.598	0.0300000000000011	Word	ne
33.628	0.0399999999999991	Word	t
33.665	0.0700000000000002	Word	en
33.736	0.3099999999999987	Word	souviens
34.049	0.240000000000002	Word	donc
34.289	0.25	Word	pas
34.89	0.4500000000000028	Word	disait
35.339	0.3399999999999998	Word	-il
36.169	0.1799999999999997	Word	ce
36.349	0.0600000000000022	Word	n
36.407	0.1099999999999994	Word	est
36.518	0.129999999999999	Word	pas
36.649	0.1999999999999993	Word	tout
36.849	0.0600000000000022	Word	à
36.908	0.2399999999999984	Word	fait
37.15	0.379999999999999	Word	ici
38.499	0.2300000000000004	Word	une
38.729	0.2899999999999991	Word	autre
39.02	0.1999999999999993	Word	voix
39.219	0.1600000000000001	Word	lui
39.379	0.5300000000000011	Word	répondit
39.91	0.1799999999999997	Word	sans
40.089	0.3599999999999994	Word	doute
40.599	0.2800000000000011	Word	puisqu
40.88	0.0700000000000002	Word	il
40.948	0.5	Word	répliqua
42.019	0.2899999999999991	Word	si
42.409	0.259999999999998	Word	si
42.869	0.120000000000001	Word	c
42.989	0.129999999999999	Word	est
43.119	0.1500000000000021	Word	bien
43.269	0.1199999999999974	Word	le
43.389	0.3900000000000005	Word	jour
43.84	0.1400000000000005	Word	mais
43.979	0.1499999999999985	Word	ce
44.129	0.0700000000000002	Word	n
44.198	0.0899999999999998	Word	est
44.288	0.1900000000000012	Word	pas
44.479	0.3199999999999967	Word	ici
44.8	0.0400000000000027	Word	l
44.838	0.3200000000000003	Word	endroit
46.49	0.259999999999998	Word	je
46.749	0.490000000000002	Word	poursuivis
47.239	0.1499999999999985	Word	ma
47.389	0.3900000000000005	Word	marche
47.779	0.1499999999999985	Word	vers
47.929	0.1200000000000045	Word	le
48.049	0.4099999999999966	Word	mur
49.039	0.1700000000000017	Word	je
49.209	0.1499999999999985	Word	ne
49.359	0.3900000000000005	Word	voyais
49.75	0.1700000000000017	Word	ni
49.919	0.0799999999999983	Word	n
49.998	0.4699999999999988	Word	entendais
50.469	0.480000000000004	Word	toujours
50.95	0.4299999999999997	Word	personne
52.359	0.3800000000000025	Word	pourtant
52.739	0.1600000000000037	Word	le
52.899	0.269999999999996	Word	petit
53.169	0.3999999999999986	Word	prince
53.569	0.5200000000000031	Word	répliqua
54.089	0.1199999999999974	Word	de
54.208	0.3500000000000014	Word	nouveau
55.319	0.2000000000000028	Word	bien
55.519	0.4799999999999969	Word	sûr
56.329	0.1699999999999946	Word	tu
56.539	0.2900000000000062	Word	verras
56.829	0.1099999999999994	Word	où
56.938	0.3699999999999974	Word	commence
57.309	0.1099999999999994	Word	ma
57.418	0.3299999999999983	Word	trace
57.749	0.1099999999999994	Word	dans
57.858	0.0800000000000054	Word	le
57.937	0.5	Word	sable
58.939	0.1400000000000005	Word	tu
59.079	0.0599999999999951	Word	n
59.137	0.0500000000000042	Word	as
59.186	0.1299999999999954	Word	qu
59.318	0.0500000000000042	Word	à
59.367	0.0700000000000002	Word	m
59.437	0.0799999999999983	Word	y
59.517	0.5	Word	attendre
60.37	0.1299999999999954	Word	j
60.499	0.0800000000000054	Word	y
60.578	0.3399999999999963	Word	serai
60.92	0.3599999999999994	Word	cette
61.28	0.2800000000000011	Word	nuit
63.088	0.102413999999996	Word	j
63.189	0.3588730000000026	Word	étais
63.549	0.0499999999999971	Word	à
63.658	0.1599999999999966	Word	vingt
63.818	0.2899999999999991	Word	mètres
64.109	0.0750000000000028	Word	du
64.259	0.3399999999999963	Word	mur
64.689	0.0599999999999951	Word	et
64.747	0.1500000000000056	Word	je
64.899	0.1299999999999954	Word	ne
65.028	0.3800000000000025	Word	voyais
65.54	0.6400000000000006	Word	toujours
66.179	0.1799999999999997	Word	rien
67.319	0.1700000000000017	Word	le
67.489	0.3100000000000023	Word	petit
67.799	0.3399999999999963	Word	prince
68.139	0.1799999999999997	Word	dit
68.319	0.5500000000000043	Word	encore
68.869	0.4199999999999946	Word	après
69.289	0.0900000000000034	Word	un
69.378	0.6599999999999966	Word	silence
70.608	0.1300000000000025	Word	tu
70.738	0.0799999999999983	Word	as
70.858	0.0500000000000042	Word	du
70.958	0.1600000000000037	Word	bon
71.118	0.3999999999999986	Word	venin
71.999	0.1700000000000017	Word	tu
72.169	0.1199999999999974	Word	es
72.288	0.4600000000000008	Word	sûr
72.749	0.0900000000000034	Word	de
72.838	0.1899999999999977	Word	ne
73.029	0.1400000000000005	Word	pas
73.169	0.1199999999999974	Word	me
73.288	0.2300000000000039	Word	faire
73.519	0.5399999999999991	Word	souffrir
74.059	0.4699999999999988	Word	longtemps
75.848	0.2100000000000008	Word	je
76.058	0.3200000000000003	Word	fis
76.379	0.4500000000000028	Word	halte
77.009	0.1799999999999997	Word	le
77.188	0.2899999999999991	Word	coeur
77.478	0.4599999999999937	Word	serré
78.279	0.1500000000000056	Word	mais
78.428	0.1199999999999903	Word	je
78.548	0.1400000000000005	Word	ne
78.688	0.5100000000000051	Word	comprenais
79.339	0.4200000000000017	Word	toujours
79.759	0.1899999999999977	Word	pas
80.938	0.5	Word	maintenant
81.438	0.1500000000000056	Word	va
81.628	0.0900000000000034	Word	-t
81.717	0.1800000000000068	Word	en
82.108	0.2999999999999971	Word	dit
82.409	0.3200000000000074	Word	-il
83.018	0.1800000000000068	Word	je
83.198	0.1700000000000017	Word	veux
83.368	0.6899999999999977	Word	redescendre
84.878	0.4100000000000108	Word	alors
85.288	0.1199999999999903	Word	j
85.407	0.4699999999999988	Word	abaissai
85.878	0.25	Word	moi
86.128	0.2700000000000102	Word	-même
86.398	0.2999999999999971	Word	les
86.699	0.1799999999999926	Word	yeux
86.878	0.1500000000000056	Word	vers
87.028	0.1299999999999954	Word	le
87.158	0.2700000000000102	Word	pied
87.429	0.0649999999999977	Word	du
