onset	duration	trial_type	stimulus
14.947	0.02	Word	le
15.157	0.3799999999999999	Word	cinquième
15.597	0.29	Word	jour
16.288	0.3599999999999994	Word	toujours
16.708	0.2099999999999999	Word	grâce
16.978	0.0250000000000003	Word	au
17.098	0.3099999999999996	Word	mouton
17.848	0.1200000000000001	Word	ce
18.028	0.3700000000000001	Word	secret
18.459	0.0699999999999994	Word	de
18.589	0.0999999999999996	Word	la
18.749	0.1399999999999996	Word	vie
18.95	0.0300000000000002	Word	du
19.069	0.2300000000000004	Word	petit
19.37	0.4299999999999997	Word	prince
19.86	0.0900000000000007	Word	me
19.95	0.2299999999999986	Word	fut
20.18	0.5800000000000001	Word	révélé
21.54	0.2400000000000002	Word	il
21.78	0.1699999999999999	Word	me
22.02	0.5499999999999989	Word	demanda
22.57	0.2400000000000002	Word	avec
22.81	0.6999999999999993	Word	brusquerie
23.7	0.2799999999999993	Word	sans
23.98	0.6899999999999995	Word	préambule
24.87	0.2199999999999988	Word	comme
25.09	0.200000000000001	Word	le
25.29	0.2999999999999989	Word	fruit
25.59	0.0600000000000005	Word	d
25.65	0.120000000000001	Word	un
25.77	0.5	Word	problème
26.271	0.5699999999999985	Word	longtemps
26.841	0.5400000000000009	Word	médité
27.381	0.1099999999999994	Word	en
27.49	0.7500000000000018	Word	silence
29.06	0.1099999999999994	Word	un
29.17	0.3900000000000005	Word	mouton
29.79	0.1300000000000025	Word	s
29.92	0.1199999999999974	Word	il
30.04	0.2600000000000015	Word	mange
30.301	0.129999999999999	Word	les
30.431	0.5600000000000023	Word	arbustes
31.331	0.1699999999999981	Word	il
31.5	0.1900000000000012	Word	mange
31.691	0.2100000000000008	Word	aussi
31.901	0.1099999999999994	Word	les
32.011	0.3999999999999986	Word	fleurs
33.241	0.1699999999999981	Word	un
33.41	0.3900000000000005	Word	mouton
33.801	0.2800000000000011	Word	mange
34.081	0.1799999999999997	Word	tout
34.261	0.1600000000000001	Word	ce
34.421	0.0799999999999983	Word	qu
34.501	0.0800000000000018	Word	il
34.581	0.5899999999999999	Word	rencontre
36.221	0.2000000000000028	Word	même
36.42	0.0999999999999978	Word	les
36.52	0.3200000000000003	Word	fleurs
36.841	0.120000000000001	Word	qui
36.961	0.0799999999999983	Word	ont
37.04	0.3100000000000023	Word	des
37.351	0.3200000000000003	Word	épines
38.6	0.3499999999999978	Word	oui
39.241	0.1699999999999981	Word	même
39.411	0.1400000000000005	Word	les
39.6	0.2399999999999984	Word	fleurs
39.841	0.120000000000001	Word	qui
39.96	0.0899999999999998	Word	ont
40.05	0.2899999999999991	Word	des
40.341	0.3100000000000023	Word	épines
41.751	0.2800000000000011	Word	alors
42.031	0.3399999999999998	Word	les
42.37	0.3599999999999994	Word	épines
42.96	0.1000000000000014	Word	à
43.06	0.1599999999999966	Word	quoi
43.22	0.4300000000000032	Word	servent
43.651	0.3300000000000018	Word	-elles
45.17	0.1299999999999954	Word	je
45.338	0.019999999999996	Word	ne
45.361	0.0300000000000011	Word	le
45.5	0.4100000000000037	Word	savais
45.91	0.1899999999999977	Word	pas
46.75	0.1099999999999994	Word	j
46.86	0.3299999999999983	Word	étais
47.19	0.3800000000000025	Word	alors
47.57	0.3999999999999986	Word	très
47.971	0.5399999999999991	Word	occupé
48.58	0.1600000000000037	Word	à
48.74	0.3999999999999986	Word	essayer
49.14	0.1499999999999985	Word	de
49.29	0.5300000000000011	Word	dévisser
49.82	0.0799999999999983	Word	un
49.9	0.3900000000000005	Word	boulon
50.291	0.259999999999998	Word	trop
50.551	0.4000000000000057	Word	serré
50.95	0.1099999999999994	Word	de
51.06	0.1400000000000005	Word	mon
51.201	0.5799999999999983	Word	moteur
52.55	0.1100000000000065	Word	j
52.66	0.279999999999994	Word	étais
52.94	0.3200000000000003	Word	très
53.261	0.5500000000000043	Word	soucieux
54.16	0.1699999999999946	Word	car
54.33	0.2000000000000028	Word	ma
54.53	0.3399999999999963	Word	panne
54.87	0.480000000000004	Word	commençait
55.35	0.1199999999999974	Word	de
55.47	0.0700000000000002	Word	m
55.54	0.5600000000000023	Word	apparaître
56.101	0.259999999999998	Word	comme
56.361	0.2899999999999991	Word	très
56.651	0.5600000000000023	Word	grave
57.521	0.0899999999999963	Word	et
57.61	0.0500000000000042	Word	l
57.659	0.1499999999999985	Word	eau
57.81	0.1000000000000014	Word	à
57.91	0.3799999999999954	Word	boire
58.291	0.1799999999999997	Word	qui
58.471	0.1499999999999985	Word	s
58.621	0.5700000000000003	Word	épuisait
59.391	0.1899999999999977	Word	me
59.581	0.3000000000000042	Word	faisait
59.881	0.4600000000000008	Word	craindre
60.341	0.0899999999999963	Word	le
60.43	0.5600000000000023	Word	pire
61.77	0.4399999999999977	Word	les
62.21	0.4500000000000028	Word	épines
62.73	0.1299999999999954	Word	à
62.86	0.1499999999999985	Word	quoi
63.01	0.490000000000002	Word	servent
63.5	0.3299999999999983	Word	-elles
64.64	0.1400000000000005	Word	le
64.78	0.2899999999999991	Word	petit
65.07	0.3999999999999986	Word	prince
65.47	0.1400000000000005	Word	ne
65.61	0.5300000000000011	Word	renonçait
66.14	0.6499999999999986	Word	jamais
66.79	0.0700000000000002	Word	à
66.859	0.1600000000000037	Word	une
67.02	0.4699999999999988	Word	question
67.67	0.1599999999999966	Word	une
67.83	0.2000000000000028	Word	fois
68.03	0.1199999999999974	Word	qu
68.15	0.1900000000000048	Word	il
68.337	0.019999999999996	Word	l
68.36	0.2199999999999988	Word	avait
68.581	0.4500000000000028	Word	posée
69.77	0.0899999999999963	Word	j
69.86	0.2100000000000008	Word	étais
70.07	0.5200000000000031	Word	irrité
70.59	0.1499999999999985	Word	par
70.74	0.1199999999999974	Word	mon
70.86	0.3500000000000014	Word	boulon
71.48	0.0399999999999991	Word	et
71.519	0.0899999999999963	Word	je
71.61	0.5200000000000031	Word	répondis
72.13	0.0899999999999963	Word	n
72.22	0.3999999999999986	Word	importe
72.621	0.2200000000000059	Word	quoi
73.35	0.3500000000000014	Word	les
73.7	0.2999999999999971	Word	épines
74.0	0.1700000000000017	Word	ça
74.17	0.0700000000000002	Word	ne
74.24	0.2299999999999968	Word	sert
74.47	0.0399999999999991	Word	à
74.509	0.3500000000000014	Word	rien
75.12	0.1300000000000025	Word	c
75.25	0.0499999999999971	Word	est
75.3	0.1100000000000065	Word	de
75.41	0.1699999999999946	Word	la
75.581	0.2300000000000039	Word	pure
75.811	0.519999999999996	Word	méchanceté
76.331	0.0900000000000034	Word	de
76.42	0.1400000000000005	Word	la
76.561	0.1799999999999926	Word	part
76.741	0.1000000000000085	Word	des
76.841	0.5300000000000011	Word	fleurs
78.34	0.3499999999999943	Word	oh
79.669	0.289999999999992	Word	mais
79.959	0.3000000000000113	Word	après
80.26	0.0300000000000011	Word	un
80.329	0.5799999999999983	Word	silence
80.91	0.2300000000000039	Word	il
81.14	0.1099999999999994	Word	me
81.249	0.4300000000000068	Word	lança
81.98	0.3199999999999932	Word	avec
82.3	0.2100000000000079	Word	une
82.51	0.4200000000000017	Word	sorte
82.93	0.1299999999999954	Word	de
83.06	0.6200000000000045	Word	rancune
84.529	0.1700000000000017	Word	je
84.699	0.1099999999999994	Word	ne
84.809	0.1200000000000045	Word	te
84.929	0.2399999999999948	Word	crois
85.17	0.2099999999999937	Word	pas
85.95	0.1899999999999977	Word	les
86.139	0.3100000000000023	Word	fleurs
86.45	0.1499999999999914	Word	sont
86.6	0.5400000000000063	Word	faibles
87.4	0.1799999999999926	Word	elles
87.58	0.1899999999999977	Word	sont
87.769	0.5200000000000102	Word	naïves
88.719	0.1599999999999966	Word	elles
88.879	0.1099999999999994	Word	se
88.989	0.4400000000000119	Word	rassurent
89.43	0.1999999999999886	Word	comme
89.63	0.1400000000000005	Word	elles
89.77	0.4399999999999977	Word	peuvent
90.87	0.0899999999999892	Word	elles
90.959	0.1800000000000068	Word	se
91.139	0.2000000000000028	Word	croient
91.34	0.480000000000004	Word	terribles
91.82	0.2099999999999937	Word	avec
92.03	0.2199999999999988	Word	leurs
92.25	0.4899999999999949	Word	épines
93.859	0.2100000000000079	Word	je
94.069	0.039999999999992	Word	ne
94.179	0.4599999999999937	Word	répondis
94.639	0.3400000000000034	Word	rien
95.569	0.1099999999999994	Word	à
95.679	0.2299999999999897	Word	cet
95.909	0.2700000000000102	Word	instant
96.179	0.1999999999999886	Word	-là
96.379	0.1400000000000005	Word	je
96.519	0.1300000000000096	Word	me
96.649	0.4200000000000017	Word	disais
97.529	0.2399999999999948	Word	si
97.77	0.2100000000000079	Word	ce
97.979	0.4699999999999988	Word	boulon
98.449	0.4500000000000028	Word	résiste
98.9	0.4599999999999937	Word	encore
99.879	0.1500000000000056	Word	je
100.029	0.1500000000000056	Word	le
100.179	0.3199999999999932	Word	ferai
100.499	0.5900000000000034	Word	sauter
101.089	0.039999999999992	Word	d
101.128	0.1200000000000045	Word	un
101.299	0.1400000000000005	Word	coup
101.439	0.1099999999999994	Word	de
101.549	0.4099999999999966	Word	marteau
103.209	0.1100000000000136	Word	le
103.319	0.3599999999999994	Word	petit
103.679	0.3699999999999903	Word	prince
104.049	0.5	Word	dérangea
104.549	0.1300000000000096	Word	de
104.679	0.3399999999999892	Word	nouveau
105.019	0.1300000000000096	Word	mes
105.149	0.6099999999999994	Word	réflexions
106.888	0.119802000000007	Word	et
107.008	0.1608449999999948	Word	tu
107.169	0.3400000000000034	Word	crois
107.509	0.3900000000000005	Word	toi
107.959	0.1000000000000085	Word	que
108.058	0.1400000000000005	Word	les
108.199	0.4500000000000028	Word	fleurs
109.089	0.1499999999999914	Word	mais
109.239	0.3000000000000113	Word	non
109.759	0.2199999999999988	Word	mais
109.979	0.3299999999999983	Word	non
110.389	0.1899999999999977	Word	je
110.579	0.0900000000000034	Word	ne
110.669	0.2300000000000039	Word	crois
110.899	0.309999999999988	Word	rien
111.519	0.1300000000000096	Word	j
111.649	0.0300000000000011	Word	ai
111.678	0.4199999999999875	Word	répondu
112.1	0.0700000000000073	Word	n
112.169	0.4000000000000057	Word	importe
112.57	0.1999999999999886	Word	quoi
113.24	0.1700000000000017	Word	je
113.409	0.0600000000000022	Word	m
113.469	0.3900000000000005	Word	occupe
113.859	0.2999999999999971	Word	moi
114.159	0.1200000000000045	Word	de
114.279	0.2900000000000062	Word	choses
114.57	0.6299999999999955	Word	sérieuses
116.229	0.2000000000000028	Word	il
116.429	0.0999999999999943	Word	me
116.529	0.5499999999999972	Word	regarda
117.079	0.7600000000000051	Word	stupéfait
118.608	0.1099999999999994	Word	de
118.818	0.4299999999999926	Word	choses
119.488	0.8000000000000114	Word	sérieuses
121.458	0.2300000000000039	Word	il
121.688	0.0600000000000022	Word	me
121.868	0.2099999999999937	Word	voyait
122.078	0.2100000000000079	Word	mon
122.398	0.539999999999992	Word	marteau
122.938	0.1000000000000085	Word	à
123.038	0.1499999999999914	Word	la
123.188	0.2000000000000028	Word	main
123.789	0.0499999999999971	Word	et
123.838	0.1499999999999914	Word	les
123.988	0.2800000000000011	Word	doigts
124.269	0.480000000000004	Word	noirs
124.749	0.1400000000000005	Word	de
124.889	0.4599999999999937	Word	cambouis
125.738	0.4500000000000028	Word	penché
126.189	0.2199999999999988	Word	sur
126.409	0.1400000000000005	Word	un
126.549	0.3100000000000023	Word	objet
126.859	0.1800000000000068	Word	qui
127.039	0.0999999999999943	Word	lui
127.139	0.4300000000000068	Word	semblait
127.569	0.269999999999996	Word	très
127.839	0.2199999999999988	Word	laid
129.348	0.1700000000000017	Word	tu
129.518	0.2300000000000039	Word	parles
129.749	0.1599999999999966	Word	comme
129.909	0.0799999999999983	Word	les
129.988	0.2100000000000079	Word	grandes
130.199	0.5999999999999943	Word	personnes
131.648	0.1799999999999926	Word	ça
131.828	0.1500000000000056	Word	me
131.978	0.1700000000000017	Word	fit
132.148	0.1499999999999914	Word	un
132.298	0.1400000000000005	Word	peu
132.439	0.3700000000000045	Word	honte
133.289	0.3699999999999903	Word	mais
133.768	0.9399999999999976	Word	impitoyable
