,Unnamed: 0,onset,duration,trial_type,word,n_closing,is_last_word,pos,content_word,sequence_id
0,0,3.1,0.4899999999999997,"{'kind': 'word', 'word': 'bonjour'}",bonjour,1,False,I,False,0
1,1,4.2,0.0999999999999996,"{'kind': 'word', 'word': 'dit'}",dit,2,False,V,True,0
2,2,4.39,0.0200000000000004,"{'kind': 'word', 'word': 'le'}",le,1,False,DET,False,0
3,3,4.47,0.2600000000000007,"{'kind': 'word', 'word': 'petit'}",petit,1,False,ADJ,True,0
4,4,4.73,0.5,"{'kind': 'word', 'word': 'prince'}",prince,3,True,NC,True,0
5,5,5.95,0.3700000000000001,"{'kind': 'word', 'word': 'bonjour'}",bonjour,1,False,I,False,1
6,6,6.81,0.25,"{'kind': 'word', 'word': 'dit'}",dit,2,False,V,True,1
7,7,7.06,0.1200000000000001,"{'kind': 'word', 'word': 'le'}",le,1,False,DET,False,1
8,8,7.18,0.4500000000000002,"{'kind': 'word', 'word': 'marchand'}",marchand,3,True,NC,True,1
9,9,8.58,0.0600000000000005,"{'kind': 'word', 'word': 'c'}",c,1,False,XXX,False,2
10,10,8.64,0.2699999999999996,"{'kind': 'word', 'word': 'était'}",était,2,False,V,True,2
11,11,8.91,0.1099999999999994,"{'kind': 'word', 'word': 'un'}",un,1,False,DET,False,2
12,12,9.02,0.450000000000001,"{'kind': 'word', 'word': 'marchand'}",marchand,1,False,NC,True,2
13,13,9.47,0.1699999999999999,"{'kind': 'word', 'word': 'de'}",de,1,False,P,False,2
14,14,9.64,0.4699999999999988,"{'kind': 'word', 'word': 'pilules'}",pilules,1,False,NC,True,2
15,15,10.11,0.8900000000000006,"{'kind': 'word', 'word': 'perfectionnées'}",perfectionnées,2,False,ADJ,True,2
16,16,11.25,0.1500000000000003,"{'kind': 'word', 'word': 'qui'}",qui,2,False,PROREL,False,2
17,17,11.4,0.5199999999999996,"{'kind': 'word', 'word': 'apaisent'}",apaisent,2,False,V,True,2
18,18,11.92,0.1300000000000007,"{'kind': 'word', 'word': 'la'}",la,1,False,DET,False,2
19,19,12.05,0.5399999999999991,"{'kind': 'word', 'word': 'soif'}",soif,7,True,NC,True,2
20,20,13.26,0.120000000000001,"{'kind': 'word', 'word': 'on'}",on,1,False,CLS-SUJ,False,3
21,21,13.38,0.1499999999999985,"{'kind': 'word', 'word': 'en'}",en,1,False,CLO-OBJ,False,3
22,22,13.53,0.3600000000000012,"{'kind': 'word', 'word': 'avale'}",avale,2,False,V,True,3
23,23,13.99,0.25,"{'kind': 'word', 'word': 'une'}",une,1,False,PRO,False,3
24,24,14.24,0.1699999999999999,"{'kind': 'word', 'word': 'par'}",par,1,False,P,False,3
25,25,14.41,0.5399999999999991,"{'kind': 'word', 'word': 'semaine'}",semaine,4,False,NC,True,3
26,26,15.09,0.08,"{'kind': 'word', 'word': 'et'}",et,1,False,CC,False,3
27,27,15.17,0.0500000000000007,"{'kind': 'word', 'word': 'l'}",l,1,False,XXX,False,3
28,28,15.22,0.1099999999999994,"{'kind': 'word', 'word': 'on'}",on,1,False,CLS-SUJ,False,3
29,29,15.33,0.0500000000000007,"{'kind': 'word', 'word': 'n'}",n,1,False,XXX,False,3
30,30,15.38,0.4099999999999983,"{'kind': 'word', 'word': 'éprouve'}",éprouve,2,False,V,True,3
31,31,15.87,0.2200000000000006,"{'kind': 'word', 'word': 'plus'}",plus,1,False,ADV,True,3
32,32,16.09,0.1400000000000005,"{'kind': 'word', 'word': 'le'}",le,1,False,DET,False,3
33,33,16.23,0.3499999999999978,"{'kind': 'word', 'word': 'besoin'}",besoin,1,False,NC,True,3
34,34,16.58,0.120000000000001,"{'kind': 'word', 'word': 'de'}",de,1,False,P,False,3
35,35,16.7,0.490000000000002,"{'kind': 'word', 'word': 'boire'}",boire,8,True,VINF,True,3
36,36,18.09,0.3399999999999998,"{'kind': 'word', 'word': 'pourquoi'}",pourquoi,1,False,ADVWH-MOD,False,4
37,37,18.43,0.1099999999999994,"{'kind': 'word', 'word': 'vends'}",vends,1,False,V,True,4
38,38,18.54,0.2100000000000008,"{'kind': 'word', 'word': '-tu'}",-tu,2,False,CLS-SUJ,False,4
39,39,18.75,0.2699999999999996,"{'kind': 'word', 'word': 'ça'}",ça,3,True,PRO,False,4
40,40,19.42,0.2099999999999973,"{'kind': 'word', 'word': 'dit'}",dit,2,False,V,True,5
41,41,19.63,0.0500000000000007,"{'kind': 'word', 'word': 'le'}",le,1,False,DET,False,5
42,42,19.68,0.3099999999999987,"{'kind': 'word', 'word': 'petit'}",petit,1,False,ADJ,True,5
43,43,19.99,0.5200000000000031,"{'kind': 'word', 'word': 'prince'}",prince,3,True,NC,True,5
44,44,21.16,0.0599999999999987,"{'kind': 'word', 'word': 'c'}",c,1,False,XXX,False,6
45,45,21.22,0.1300000000000025,"{'kind': 'word', 'word': 'est'}",est,2,False,V,True,6
46,46,21.35,0.129999999999999,"{'kind': 'word', 'word': 'une'}",une,1,False,DET,False,6
47,47,21.48,0.3000000000000007,"{'kind': 'word', 'word': 'grosse'}",grosse,1,False,ADJ,True,6
48,48,21.78,0.4599999999999973,"{'kind': 'word', 'word': 'économie'}",économie,1,False,NC,True,6
49,49,22.24,0.1400000000000005,"{'kind': 'word', 'word': 'de'}",de,1,False,P,False,6
50,50,22.38,0.2900000000000027,"{'kind': 'word', 'word': 'temps'}",temps,3,False,NC,True,6
51,51,23.02,0.2100000000000008,"{'kind': 'word', 'word': 'dit'}",dit,2,False,V,True,6
52,52,23.23,0.0799999999999983,"{'kind': 'word', 'word': 'le'}",le,1,False,DET,False,6
53,53,23.31,0.4500000000000028,"{'kind': 'word', 'word': 'marchand'}",marchand,4,True,NC,True,6
54,54,24.24,0.1500000000000021,"{'kind': 'word', 'word': 'les'}",les,1,False,DET,False,7
55,55,24.39,0.5199999999999996,"{'kind': 'word', 'word': 'experts'}",experts,2,False,NC,True,7
56,56,24.91,0.1099999999999994,"{'kind': 'word', 'word': 'ont'}",ont,1,False,V,True,7
57,57,25.02,0.1400000000000005,"{'kind': 'word', 'word': 'fait'}",fait,2,False,VPP,True,7
58,58,25.16,0.1000000000000014,"{'kind': 'word', 'word': 'des'}",des,1,False,DET,False,7
59,59,25.26,0.5999999999999979,"{'kind': 'word', 'word': 'calculs'}",calculs,3,True,NC,True,7
60,60,26.42,0.2099999999999973,"{'kind': 'word', 'word': 'on'}",on,1,False,CLS-SUJ,False,8
61,61,26.63,0.5199999999999996,"{'kind': 'word', 'word': 'épargne'}",épargne,2,False,V,True,8
62,62,27.15,0.5400000000000027,"{'kind': 'word', 'word': 'cinquante'}",cinquante,1,False,DET,False,8
63,63,27.69,0.2099999999999973,"{'kind': 'word', 'word': '-trois'}",-trois,2,False,DET,False,8
64,64,27.9,0.4100000000000001,"{'kind': 'word', 'word': 'minutes'}",minutes,2,False,NC,True,8
65,65,28.31,0.1900000000000012,"{'kind': 'word', 'word': 'par'}",par,1,False,P,False,8
66,66,28.5,0.5899999999999999,"{'kind': 'word', 'word': 'semaine'}",semaine,4,True,NC,True,8
67,67,30.05,0.0799999999999983,"{'kind': 'word', 'word': 'et'}",et,1,False,CC,False,9
68,68,30.13,0.240000000000002,"{'kind': 'word', 'word': 'que'}",que,2,False,PROWH,False,9
69,69,30.37,0.3200000000000003,"{'kind': 'word', 'word': 'fait'}",fait,1,False,V,True,9
70,70,30.69,0.139999999999997,"{'kind': 'word', 'word': '-on'}",-on,2,False,CLS-SUJ,False,9
71,71,30.83,0.1400000000000005,"{'kind': 'word', 'word': 'de'}",de,1,False,P,False,9
72,72,30.97,0.1600000000000001,"{'kind': 'word', 'word': 'ces'}",ces,1,False,DET,False,9
